doc_id,pdf_id,clube,tipo_evento_modelo,titulo_noticia,data_publicacao,url_noticia,titulo_documento,data_documento,fonte_documento,url_documento,arquivo_documento,ficheiro_pdf,ficheiro_texto,diferenca_dias,candidato_rank,correspondencia_valida,tipo_documento_validado,notas_validacao
013ab974360e602b,239c8f56effa50b7,porto,bond_issuance,Regulamentos internos dos clubes de futebol impedem jogadores de dormirem fora de casa e treinarem f,2019-11-12,https://observador.pt/2019/11/12/regulamentos-internos-dos-clubes-de-futebol-impedem-jogadores-de-dormirem-fora-de-casa-e-treinarem-fora-das-instalacoes-do-clube/,Microsoft Word - RC_Consolidado_2012-2013.docx,2019-11-16,cmvm,https://web3.cmvm.pt/sdi2004/emitentes/docs/pc47279.pdf,https://arquivo.pt/wayback/20191116061538/https://web3.cmvm.pt/sdi2004/emitentes/docs/pc47279.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/239c8f56effa50b7.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/239c8f56effa50b7.txt,4.0,1,,,
01a0d6de03cb24db,e3d8bdeefc4e0410,sporting,bank_financing,"Gonçalo Oliveira segue em frente no ‘challenger’ de Sevilha, Gastão Elias eliminado – Observador",2017-09-04,http://observador.pt/2017/09/04/goncalo-oliveira-segue-em-frente-no-challenger-de-sevilha-gastao-elias-eliminado/,,2017-08-11,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/FR64830.pdf,https://arquivo.pt/wayback/20170811153654/http://web3.cmvm.pt/sdi/emitentes/docs/FR64830.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/e3d8bdeefc4e0410.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/e3d8bdeefc4e0410.txt,24.0,1,,,
01c98d0e4deb10cc,cf6cc2f06be14d2d,sporting,capital_increase,Sporting SAD alvo de buscas por parte da Polícia Judiciária – ECO,2020-11-09,https://eco.sapo.pt/2020/11/09/sporting-sad-alvo-de-buscas-por-parte-da-policia-judiciaria/,,2020-11-25,cmvm,https://web3.cmvm.pt:80/sdi/emitentes/docs/FR70110.pdf,https://arquivo.pt/wayback/20201125234853/https://web3.cmvm.pt:80/sdi/emitentes/docs/FR70110.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/cf6cc2f06be14d2d.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/cf6cc2f06be14d2d.txt,16.0,1,,,
01dcd325755af76b,72a136651d9134df,benfica,debt_restructuring,Da identidade digital aos dados. Mais 4 medidas para apoiar negócios tecnológicos – Observador,2020-03-02,https://observador.pt/2020/03/02/da-identidade-digital-aos-dados-mais-4-medidas-para-apoiar-negocios-tecnologicos/,Microsoft Word - Relatorio_Contas_1S19_CONSOLIDADO,2020-03-01,cmvm,https://web3.cmvm.pt/sdi/emitentes/docs/PCS74668.pdf,https://arquivo.pt/wayback/20200301220428/https://web3.cmvm.pt/sdi/emitentes/docs/PCS74668.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/72a136651d9134df.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/72a136651d9134df.txt,1.0,1,,,
01deb292ca2b2438,76f3ab148788b25e,sporting,bond_issuance,As nódoas negras de Raphael Guerreiro depois do confronto com Amrabat – Observador,2018-06-20,https://observador.pt/2018/06/20/as-nodoas-negras-de-raphael-guerreiro-depois-do-confronto-com-amrabat/,,2018-07-15,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/FR69188.pdf,https://arquivo.pt/wayback/20180715071146/http://web3.cmvm.pt/sdi/emitentes/docs/FR69188.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/76f3ab148788b25e.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/76f3ab148788b25e.txt,25.0,1,,,
01e94d6c542f9750,5c32247b1eb4ad8f,benfica,bond_issuance,"Jogador do Canelas pede desculpa ao árbitro e arrasa clube. “Assumo o que fiz, sou mais homem que vo",2017-04-04,http://observador.pt/2017/04/04/jogador-do-canelas-pede-desculpa-ao-arbitro-e-arrasa-clube-assumo-o-que-fiz-sou-mais-homens-que-voces-cobardes/,"Sport Lisboa e Benfica - Futebol, SAD",2017-03-06,benfica,http://www.slbenfica.pt/Portals/0/Documentos/Relatorio3TrimBenficaSAD20142015.pdf,https://arquivo.pt/wayback/20170306112938/http://www.slbenfica.pt/Portals/0/Documentos/Relatorio3TrimBenficaSAD20142015.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/5c32247b1eb4ad8f.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/5c32247b1eb4ad8f.txt,29.0,1,,,
020577650aa47c31,1349fa11c1ca60cd,sporting,bond_issuance,França aprova lei que proíbe utilização de telemóveis nas escolas. Uma “medida de desintoxicação” – ,2018-06-07,https://observador.pt/2018/06/07/franca-aprova-lei-que-proibe-utilizacao-de-telemoveis-nas-escolas-chama-se-lei-de-desintoxicacao/,Microsoft Word - DemonstraÃ§Ãµes Financeiras Sporting SAD Dezembro 2017_v5,2018-05-18,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/PCS67392.pdf,https://arquivo.pt/wayback/20180518001344/http://web3.cmvm.pt/sdi/emitentes/docs/PCS67392.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/1349fa11c1ca60cd.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/1349fa11c1ca60cd.txt,20.0,1,,,
023cfb975bf9f39b,5ef1e9bb85e3b5e0,sporting,bond_issuance,"Ed Sheeran anuncia concerto em Portugal. Vai ser em junho de 2019, no Estádio da Luz – Observador",2018-09-20,https://observador.pt/2018/09/20/ed-sheeran-atua-em-junho-de-2019-em-portugal/,,2018-09-26,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/FR69738.pdf,https://arquivo.pt/wayback/20180926185258/http://web3.cmvm.pt/sdi/emitentes/docs/FR69738.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/5ef1e9bb85e3b5e0.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/5ef1e9bb85e3b5e0.txt,6.0,1,,,
0259b065daf1b6b0,70945a6c5430b335,porto,bank_financing,Festa do Cinema propõe bilhetes reduzidos em 500 salas de todo o país – Observador,2017-05-22,http://observador.pt/2017/05/22/festa-do-cinema-propoe-bilhetes-reduzidos-em-500-salas-de-todo-o-pais/,Microsoft Word - Convocatoria AG SAD 2012 - Propostas.docx,2017-08-06,cmvm,http://web3.cmvm.pt/sdi2004/emitentes/docs/CONV41835.pdf,https://arquivo.pt/wayback/20170806084040/http://web3.cmvm.pt/sdi2004/emitentes/docs/CONV41835.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/70945a6c5430b335.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/70945a6c5430b335.txt,76.0,1,,,
025a6f1b70eed6ca,70945a6c5430b335,porto,bank_financing,Clive Gilbert recorda o passado da Fábrica de Loiça de Sacavém – Observador,2017-05-26,http://observador.pt/2017/05/26/clive-gilbert-recorda-o-passado-da-fabrica-de-loica-de-sacavem/,Microsoft Word - Convocatoria AG SAD 2012 - Propostas.docx,2017-08-06,cmvm,http://web3.cmvm.pt/sdi2004/emitentes/docs/CONV41835.pdf,https://arquivo.pt/wayback/20170806084040/http://web3.cmvm.pt/sdi2004/emitentes/docs/CONV41835.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/70945a6c5430b335.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/70945a6c5430b335.txt,72.0,1,,,
02773f646f257e38,70945a6c5430b335,porto,bond_issuance,“Relatório oco” e “declarações gravosas”: Altice critica relatório sobre SIRESP apresentado no parla,2019-07-02,https://observador.pt/2019/07/02/relatorio-oco-e-declaracoes-gravosas-altice-critica-relatorio-sobre-siresp-apresentado-no-parlamento/,Microsoft Word - Convocatoria AG SAD 2012 - Propostas.docx,2019-04-20,cmvm,https://web3.cmvm.pt/sdi2004/emitentes/docs/CONV41835.pdf,https://arquivo.pt/wayback/20190420184154/https://web3.cmvm.pt/sdi2004/emitentes/docs/CONV41835.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/70945a6c5430b335.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/70945a6c5430b335.txt,73.0,1,,,
02b96f5ab986711c,e3d8bdeefc4e0410,sporting,bank_financing,Sporting vence Supertaça de futsal – Observador,2017-09-02,http://observador.pt/2017/09/02/sporting-vence-supertaca-de-futsal/,,2017-08-11,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/FR64830.pdf,https://arquivo.pt/wayback/20170811153654/http://web3.cmvm.pt/sdi/emitentes/docs/FR64830.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/e3d8bdeefc4e0410.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/e3d8bdeefc4e0410.txt,22.0,1,,,
02eaeedde1e93093,490d503025157bed,porto,bond_issuance,Benfica quer um milhão de euros por cada email revelado pelo FC Porto – Observador,2017-09-12,https://observador.pt/2017/09/12/benfica-quer-um-milhao-de-euros-por-cada-email-revelado/,Microsoft Word - Project Play - Comunicado dos Resultados da Assembleia Geral da FCP SAD_(DM 3275870,2017-08-19,cmvm,http://web3.cmvm.pt/sdi2004/emitentes/docs/FR52354.pdf,https://arquivo.pt/wayback/20170819005907/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR52354.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/490d503025157bed.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/490d503025157bed.txt,24.0,1,,,
03266e081e0b2f20,5ef1e9bb85e3b5e0,sporting,bond_issuance,PS propõe taxa reduzida de IRS para contratos arrendamento acima de cinco anos – Observador,2018-09-26,https://observador.pt/2018/09/26/ps-propoe-taxa-reduzida-de-irs-para-contratos-arrendamento-acima-de-cinco-anos/,,2018-09-26,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/FR69738.pdf,https://arquivo.pt/wayback/20180926185258/http://web3.cmvm.pt/sdi/emitentes/docs/FR69738.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/5ef1e9bb85e3b5e0.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/5ef1e9bb85e3b5e0.txt,0.0,1,,,
03362b6609457e09,287c5abe83eff4eb,benfica,capital_increase,The Gift feat. Brian Eno – Love Without Violins – Observador,2016-09-16,http://observador.pt/2016/09/16/the-gift-feat-brian-eno-love-without-violins/,Microsoft Word - Comunicado Contas 1ºSemestre 2009-2010.doc,2016-11-10,cmvm,http://web3.cmvm.pt/sdi2004/emitentes/docs/FR27133.pdf,https://arquivo.pt/wayback/20161110113656/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR27133.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/287c5abe83eff4eb.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/287c5abe83eff4eb.txt,55.0,1,,,
034d1848004afb08,7696e6ed08d78fad,sporting,bond_issuance,Bruno de Carvalho arguido por difamação de António Salvador – Observador,2019-03-01,https://observador.pt/2019/03/01/bruno-de-carvalho-arguido-por-difamacao-de-antonio-salvador/,Propõe-se que o art,2019-03-03,cmvm,https://web3.cmvm.pt/sdi/emitentes/docs/CONV68057.pdf,https://arquivo.pt/wayback/20190303023253/https://web3.cmvm.pt/sdi/emitentes/docs/CONV68057.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/7696e6ed08d78fad.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/7696e6ed08d78fad.txt,2.0,1,,,
034fe2f62de8a116,1349fa11c1ca60cd,sporting,bond_issuance,Roland Garros. Nadal apura-se para os quartos de final ainda sem ceder ‘sets’ – Observador,2018-06-04,https://observador.pt/2018/06/04/roland-garros-nadal-apura-se-para-os-quartos-de-final-ainda-sem-ceder-sets/,Microsoft Word - DemonstraÃ§Ãµes Financeiras Sporting SAD Dezembro 2017_v5,2018-05-18,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/PCS67392.pdf,https://arquivo.pt/wayback/20180518001344/http://web3.cmvm.pt/sdi/emitentes/docs/PCS67392.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/1349fa11c1ca60cd.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/1349fa11c1ca60cd.txt,17.0,1,,,
0369c6e2e207a9e0,70945a6c5430b335,porto,bank_financing,Mais de 1.900 clientes lesados do papel comercial do BES aceitaram solução – Observador,2017-05-26,http://observador.pt/2017/05/26/mais-de-1-900-clientes-lesados-do-papel-comercial-do-bes-aceitaram-solucao/,Microsoft Word - Convocatoria AG SAD 2012 - Propostas.docx,2017-08-06,cmvm,http://web3.cmvm.pt/sdi2004/emitentes/docs/CONV41835.pdf,https://arquivo.pt/wayback/20170806084040/http://web3.cmvm.pt/sdi2004/emitentes/docs/CONV41835.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/70945a6c5430b335.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/70945a6c5430b335.txt,72.0,1,,,
037ef9192229795a,5ef1e9bb85e3b5e0,sporting,bond_issuance,Chuva não afasta vendedores nem apoiantes de Patrice Trovoada – Observador,2018-09-29,https://observador.pt/2018/09/29/chuva-nao-afasta-vendedores-nem-apoiantes-de-patrice-trovoada/,,2018-09-26,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/FR69738.pdf,https://arquivo.pt/wayback/20180926185258/http://web3.cmvm.pt/sdi/emitentes/docs/FR69738.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/5ef1e9bb85e3b5e0.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/5ef1e9bb85e3b5e0.txt,3.0,1,,,
0395a7e1c8dcfc2e,72a136651d9134df,benfica,debt_restructuring,Bayer Leverkusen volta a vencer (3-1) e elimina FC Porto da Europa (com Soares a ver ainda vermelho),2020-02-27,https://observador.pt/2020/02/27/fc-porto-bayer-leverkusen-sergio-conceicao-troca-soares-por-ze-luis-e-mantem-corona-como-lateral/,Microsoft Word - Relatorio_Contas_1S19_CONSOLIDADO,2020-03-01,cmvm,https://web3.cmvm.pt/sdi/emitentes/docs/PCS74668.pdf,https://arquivo.pt/wayback/20200301220428/https://web3.cmvm.pt/sdi/emitentes/docs/PCS74668.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/72a136651d9134df.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/72a136651d9134df.txt,3.0,1,,,
039fd76905789696,e3d8bdeefc4e0410,sporting,bank_financing,Marcelo condecora médicos que salvaram bebé – Observador,2017-09-05,http://observador.pt/2017/09/05/marcelo-condecora-medicos-que-salvaram-bebe/,,2017-08-11,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/FR64830.pdf,https://arquivo.pt/wayback/20170811153654/http://web3.cmvm.pt/sdi/emitentes/docs/FR64830.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/e3d8bdeefc4e0410.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/e3d8bdeefc4e0410.txt,25.0,1,,,
03b0ae3c14212116,a575cbe34d31d518,benfica,capital_increase,Surto de hepatite A no Havai relacionado com sushi – Observador,2016-08-17,http://observador.pt/2016/08/17/surto-de-hepatite-a-no-havai-relacionado-com-sushi/,"Sport Lisboa e Benfica - Futebol, SAD",2016-06-14,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/PCS58888.pdf,https://arquivo.pt/wayback/20160614025444/http://web3.cmvm.pt/sdi/emitentes/docs/PCS58888.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/a575cbe34d31d518.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/a575cbe34d31d518.txt,64.0,1,,,
03d9abd9f31b3bd4,5ef1e9bb85e3b5e0,sporting,bond_issuance,"Fretilin, na oposição em Timor-Leste, critica instrumentalização dos órgãos de soberania – Observado",2018-09-30,https://observador.pt/2018/09/30/fretilin-na-oposicao-em-timor-leste-critica-instrumentalizacao-dos-orgaos-de-soberania/,,2018-09-26,cmvm,http://web3.cmvm.pt/sdi/emitentes/docs/FR69738.pdf,https://arquivo.pt/wayback/20180926185258/http://web3.cmvm.pt/sdi/emitentes/docs/FR69738.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/5ef1e9bb85e3b5e0.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/5ef1e9bb85e3b5e0.txt,4.0,1,,,
